Date;MLPSH.PA;MLTRA.PA;TNG.PA;ALTRA.PA;TRI.PA;ALTRI.PA;MLTRO.PA;MLTRC.PA;ALTRO.PA;ALTTI.PA;ALTXC.PA;ALU10.PA;UBI.PA;ALUCR.PA;MLUMG.PA;ALUMS.PA;MLUTP.PA;MLUMH.PA;UNBL.PA;UFF.PA;FPG.PA;ALUNT.PA;ALUPG.PA;ALUVI.PA;ALVAL.PA;FR.PA;VK.PA;VLA.PA;VLAP.PA;MLVAL.PA;ALVEL.PA;ALVU.PA;VIE.PA;VRLA.PA;ALVER.PA;VERBS.PA;VMX.PA;VRNL.PA;MLVER.PA;VETO.PA;ALVIA.PA;VCT.PA;VDLO.PA;VIL.PA;RIN.PA;DG.PA;VIRP.PA;ALVIV.PA;MLVIS.PA;SDT.PA;VMGBW.PA;VMGBX.PA;VMGBS.PA;VMGBU.PA;VMGBV.PA;ALVMG.PA;VMGBT.PA;VIV.PA;ALVGO.PA;VLTSA.PA;VTX.PA;ALVDM.PA;ALLIX.PA;WAVE.PA;ALWEC.PA;MLWEA.PA;ALWEB.PA;ALWED.PA;MF.PA;MLWEY.PA;MLWRC.PA;ALWIT.PA;WLN.PA;XFAB.PA;XIL.PA;XPO.PA;MAGIS.PA;MLZAM.PA;CV.PA
2019-03-18;0.19;2925.09;2.7787;1.06;86.19;4.24;4.48;14.72;10.2;1.45;6.56;1.775;75.18;16.5;7.3;8.0815;;44.0;735.56;19.18;0.55;3.08;5.15;4.0;4.0832;25.9;2.208;3.54;0.0865;14.3;7.66;4.2787;19.13;;0.275;;1.75;2.32;11.0;56.28;19.25;40.42;1.4732;4.663;48.94;83.6;119.8;25.5;1.25;2.3118;;;;;;0.0511;;25.33;7.9;8.74;5.65;123.65;10.0;29.58;11.45;4.74;6.45;24.09;110.41;2.54;;4.64;50.95;4.44;34.5;295.42;0.95;0.553;
2019-03-19;0.19;2925.09;2.847;1.06;82.37;4.24;4.48;14.62;10.2;1.45;6.75;1.775;75.1;16.5;7.3;8.1212;;44.0;735.56;19.63;0.538;3.08;5.1;3.99;4.0733;25.9;2.226;3.475;0.0885;14.3;7.66;4.3693;19.21;;0.2675;;1.68;2.32;10.9;56.68;19.25;41.52;1.4732;4.8625;48.6;83.95;126.0;24.55;1.25;2.1972;;;;;;0.0504;;25.36;7.92;9.12;5.799;123.16;10.25;30.16;11.64;4.74;6.45;23.79;111.29;2.54;;4.48;50.5;4.46;33.65;295.42;0.976;0.5666;
2019-03-20;0.19;2925.09;2.8372;1.06;82.07;4.2;4.48;14.72;10.2;1.45;6.8;1.765;76.82;16.5;7.35;8.1212;;44.0;730.62;19.45;0.538;3.08;5.1;3.99;4.1129;26.61;2.203;3.475;0.084;14.3;7.7;4.3698;19.12;;0.2675;;1.798;2.32;10.6;56.68;19.25;41.49;1.4732;4.9384;47.97;83.29;131.0;25.0;1.78;2.2163;;;;;;0.0499;;25.56;7.78;9.07;5.751;124.14;10.3;30.01;11.84;4.74;6.35;24.39;111.19;2.54;;4.5;51.7;4.67;33.8;289.44;1.16;0.6119;
2019-03-21;0.19;3162.26;2.925;1.06;79.77;4.2;4.48;14.72;10.2;1.45;6.99;1.775;78.48;16.5;7.35;8.0617;;44.0;730.62;19.09;0.538;3.08;5.1;3.96;4.1229;25.89;2.226;3.51;0.0855;14.3;7.7;4.3698;19.12;;0.2755;;1.77;2.32;11.6;57.47;19.25;41.82;1.456;4.9194;47.68;83.19;138.0;25.35;1.74;2.2163;;;;;;0.049;;25.29;7.98;9.12;5.77;124.14;10.1;28.07;11.64;4.74;6.4;24.58;110.22;2.54;;4.75;52.15;4.67;33.25;283.45;1.25;0.6527;
2019-03-22;0.19;3162.26;2.9348;1.06;76.79;4.1;4.48;14.72;10.2;1.45;6.94;1.76;81.72;16.5;7.35;8.0815;;44.0;730.62;19.27;0.59;3.08;5.1;3.96;4.0634;26.03;2.224;3.555;0.0795;14.3;7.72;4.3784;19.31;;0.274;;1.75;1.53;11.6;57.27;19.25;41.62;1.4732;4.7865;48.07;83.58;138.0;24.0;1.74;2.1972;;;;;;0.0497;;25.49;7.94;9.21;5.72;122.67;10.2;27.05;11.93;4.74;6.35;25.57;111.29;2.54;;4.69;53.45;4.68;32.85;283.45;1.54;0.5666;
2019-03-25;0.19;3162.26;2.8714;1.06;73.75;4.06;4.48;14.72;10.2;1.45;6.89;1.765;79.0;16.5;7.35;8.0815;;44.0;730.62;18.64;0.562;3.08;5.05;3.97;4.0237;24.74;2.181;3.46;0.0825;14.3;7.7;4.3689;18.95;;0.2655;;1.72;1.53;11.6;56.08;19.25;41.47;1.4732;4.701;47.04;81.79;135.0;23.0;1.74;2.1972;;;;;;0.049;;24.86;7.98;9.11;5.5;121.7;9.94;26.03;11.74;4.74;6.3;25.18;108.46;2.54;;4.5;51.95;4.6;32.2;283.45;1.52;0.6029;
2019-03-26;0.19;3162.26;2.8275;1.06;70.52;4.04;4.48;14.72;10.2;1.45;6.89;1.78;79.44;16.5;7.35;7.9231;;44.0;730.62;18.46;0.562;3.08;5.05;3.97;4.0634;24.93;2.122;3.41;0.0825;14.3;7.7;4.3698;18.89;;0.272;;1.698;2.0;11.6;57.47;19.25;41.29;1.4732;4.682;47.19;82.3;135.4;22.3;1.74;2.2163;;;;;;0.0485;;25.1;7.86;9.12;5.499;119.74;10.0;25.73;11.93;4.74;6.3;25.47;108.85;2.54;;4.57;51.8;4.28;32.0;283.45;1.5;0.6255;
2019-03-27;0.19;3162.26;2.769;1.09;67.19;4.04;3.64;14.72;10.2;1.45;6.89;1.78;79.36;16.5;7.35;7.7646;;44.2;755.3;18.28;0.562;3.08;5.05;3.96;4.0535;24.92;2.189;3.43;0.075;14.3;7.86;4.3698;18.97;;0.2655;;1.734;2.18;10.8;56.88;19.25;42.01;1.4818;4.682;46.22;83.89;135.0;23.0;1.74;2.2163;;;;;;0.0485;;25.35;8.14;8.98;5.302;116.32;9.82;25.78;11.93;4.74;6.3;26.26;110.32;2.56;;4.45;52.75;4.53;31.85;283.45;1.465;0.6255;
2019-03-28;0.19;3162.26;2.7105;1.09;68.85;4.04;4.4;14.72;10.2;1.45;6.89;1.78;77.9;16.6;7.45;7.6656;;44.2;755.3;18.46;0.542;3.08;5.2;3.96;4.0832;24.65;2.12;3.485;0.076;14.3;7.84;4.3698;19.06;;0.256;;1.752;2.1;11.8;56.68;19.25;41.68;1.4818;4.739;46.12;83.95;136.0;23.0;1.42;2.2163;;;;;;0.048;;25.27;8.52;9.12;5.302;117.3;9.64;25.68;12.13;4.74;5.6;27.15;108.95;2.56;;4.42;52.65;4.5;32.5;279.45;1.33;0.6165;
2019-03-29;0.19;3162.26;2.7202;1.09;69.34;4.04;4.4;15.19;10.2;1.45;6.89;1.76;78.96;16.5;7.45;7.6062;;44.2;755.3;18.1;0.534;3.08;5.45;3.96;4.0832;24.4;2.108;3.48;0.0875;14.3;7.9;4.5327;19.07;;0.2575;;1.758;2.1;11.7;57.07;19.25;41.47;1.4818;4.739;46.7;83.17;144.8;22.7;1.65;2.2163;;;;;;0.0454;;25.29;8.66;9.12;5.301;118.27;9.9;26.71;12.13;4.74;5.2;27.05;109.54;2.56;;4.48;53.25;4.4;35.9;281.45;1.33;0.6165;
2019-04-01;0.19;3162.26;2.7787;1.09;68.36;4.2;4.4;15.19;10.2;1.45;6.89;1.74;79.3;16.6;7.45;7.6656;;44.2;755.3;18.01;0.64;3.08;5.6;3.9;4.0832;25.11;2.12;3.46;0.085;14.3;7.8;4.5514;19.14;;0.246;;1.798;2.1;11.7;57.27;19.25;41.49;1.4818;4.6915;45.83;84.47;146.2;23.6;1.9;2.2163;;;;;;0.0459;;25.4;8.98;9.17;5.32;117.79;11.9;27.14;12.42;4.74;4.9;27.25;110.51;2.56;;4.49;52.8;4.39;36.3;285.44;1.33;0.5893;
2019-04-02;0.19;3162.26;2.808;1.09;71.01;4.1;4.4;15.19;10.2;1.45;6.41;1.745;79.84;16.5;7.5;7.6062;;44.2;755.3;18.37;0.68;3.08;5.7;4.04;4.0535;26.13;2.21;3.5;0.0865;14.3;7.86;4.6649;19.11;;0.248;;1.91;2.1;11.7;56.68;19.25;41.78;1.4474;4.7485;46.22;85.35;147.2;24.45;1.9;2.2163;;;;;;0.0463;;25.34;9.14;9.34;5.16;118.76;12.06;27.29;12.77;3.82;4.78;26.56;111.39;2.56;;4.48;53.3;4.535;38.5;309.4;1.32;0.553;
2019-04-03;0.19;3162.26;2.8763;1.09;70.91;4.2;4.4;15.19;10.2;1.45;6.51;1.745;79.52;16.5;7.5;7.6458;;44.2;755.3;18.91;0.664;3.08;5.75;4.0;4.0634;27.14;2.223;3.5;0.085;14.3;7.84;4.5241;19.27;;0.246;;1.888;2.1;11.7;57.27;19.25;41.87;1.4474;4.72;47.19;85.93;146.4;24.5;1.9;2.2163;;;;;;0.048;;25.37;9.22;9.08;5.1;116.81;12.5;27.58;13.06;4.2;4.9;25.28;113.25;2.56;;4.49;53.6;4.7;39.85;319.38;1.325;0.553;
2019-04-04;0.19;3162.26;2.8177;1.09;73.46;4.2;4.4;15.19;10.2;1.45;5.46;1.62;80.32;16.5;7.5;7.7646;;44.2;755.3;18.28;0.658;3.08;5.8;4.0;4.0535;27.45;2.175;3.5;0.086;14.3;7.9;4.6984;19.45;;0.247;;1.85;2.1;11.7;58.46;19.25;42.36;1.4732;4.739;46.22;86.26;146.0;24.45;1.9;2.2163;;;;;;0.0484;;25.78;9.32;9.23;4.8;117.79;12.8;27.73;13.26;3.5;4.88;24.09;113.93;2.56;;4.45;55.55;4.83;39.6;317.38;1.41;0.5983;
2019-04-05;0.19;3162.26;2.8275;1.09;74.04;4.1;4.4;16.63;10.2;1.45;5.6;1.5;80.04;16.5;7.5;7.824;;44.2;755.3;18.01;0.658;3.08;5.8;4.0;3.9643;28.06;2.178;3.415;0.0855;14.3;7.82;4.7469;19.44;;0.258;;1.816;2.1;10.9;56.48;19.25;43.18;1.456;4.739;46.7;86.2;147.2;24.2;1.9;2.2163;;;;;;0.0469;;25.75;9.22;9.21;4.78;116.81;13.2;27.53;13.21;3.84;4.9;22.91;114.12;2.56;;4.3;55.0;4.83;39.65;303.41;1.41;0.5485;
2019-04-08;0.19;3162.26;2.8275;1.05;73.5;4.1;4.4;16.63;14.0;1.45;5.6;1.47;80.32;16.5;7.5;7.824;;44.2;755.3;18.01;0.676;3.08;6.05;4.0;4.0634;27.98;2.183;3.46;0.082;14.3;7.82;4.7372;19.5;;0.251;;1.85;2.1;10.9;56.68;19.25;44.01;1.456;4.7485;48.41;86.42;148.0;24.3;1.9;2.2163;;;;;;0.0467;;25.97;10.35;9.25;4.62;116.81;14.8;27.53;13.21;4.3;4.72;22.61;114.22;2.56;;4.24;54.0;5.09;40.2;307.4;1.37;0.5802;
2019-04-09;0.19;3162.26;2.8372;1.06;73.16;4.1;4.4;16.63;14.0;1.45;5.6;1.44;80.18;16.5;7.5;8.0617;;44.2;755.3;17.74;0.688;3.08;5.8;4.02;4.0535;27.56;2.166;3.42;0.0875;14.3;7.82;4.5628;19.34;;0.259;;1.83;2.1;10.9;57.47;19.25;44.49;1.4215;4.7105;47.68;86.26;146.4;24.65;1.9;2.2927;;;;;;0.046;;25.52;10.3;9.32;4.77;115.83;15.38;27.97;13.6;4.3;4.72;24.09;112.46;2.56;;4.33;53.4;4.905;41.0;307.4;1.365;0.5893;
2019-04-10;0.19;3162.26;2.7885;1.05;71.01;4.18;4.4;16.63;14.0;1.45;5.6;1.465;80.14;16.5;7.5;7.9825;;44.2;755.3;17.83;0.69;3.08;5.55;4.02;4.0535;26.92;2.12;3.41;0.085;14.3;7.82;4.65;19.4;;0.268;;1.818;2.1;10.9;58.26;19.25;45.02;1.5594;4.663;47.68;85.79;145.6;25.45;1.9;2.4837;;;;;;0.0464;;25.79;10.15;9.4;4.76;116.81;13.42;27.78;13.65;4.3;4.8;24.19;112.46;2.56;;4.3;52.05;5.0;41.5;301.41;1.355;0.5893;
2019-04-11;0.19;3162.26;2.847;1.06;70.71;4.2;4.4;16.63;14.0;1.45;5.6;1.53;80.5;16.5;7.5;7.824;;44.2;755.3;17.78;0.68;3.04;5.45;4.02;4.0634;27.11;2.108;3.5;0.08;14.3;7.98;4.65;19.54;;0.265;;1.82;2.1;10.9;57.87;19.25;43.72;1.5335;4.6725;46.7;86.77;147.4;27.0;1.6;2.4837;;;;;;0.048;;25.76;10.05;9.45;4.83;117.3;13.84;27.24;13.55;4.0;4.68;24.19;113.05;2.56;;4.5;54.45;5.04;41.65;297.42;1.355;0.5485;
2019-04-12;0.19;3162.26;2.8177;1.06;72.67;4.1;4.4;16.63;14.0;1.45;5.6;1.51;81.0;16.5;7.5;7.8637;;44.2;755.3;17.74;0.67;3.04;5.3;3.98;3.9643;27.45;2.099;3.5;0.0795;14.3;7.84;4.79;19.68;;0.269;;1.816;2.1;10.9;57.87;19.25;43.47;1.5508;4.8435;46.61;86.49;159.0;26.0;1.5;2.4837;;;;;;0.0479;;25.9;10.15;9.4;4.83;117.3;14.2;26.32;13.35;3.84;4.48;24.49;115.3;2.56;;4.4;55.65;5.2;41.3;303.41;1.3;0.5666;
2019-04-15;0.19;3162.26;2.9543;1.06;73.85;4.1;4.4;16.63;12.0;1.45;5.6;1.505;81.7;16.5;7.5;7.8637;;44.2;755.3;17.74;0.654;2.6;5.15;3.98;4.0138;28.65;2.153;3.5;0.079;14.3;7.9;4.61;19.55;;0.27;;1.816;2.1;10.9;57.87;19.25;44.64;1.5508;4.739;47.77;86.8;159.4;26.15;1.6;2.4837;;;;;;0.0528;;25.97;9.94;9.92;4.88;120.23;14.46;26.17;13.7;3.84;4.8;24.98;115.49;2.56;;4.3;56.85;5.2;41.1;303.41;1.32;0.5802;
2019-04-16;0.19;3478.49;2.9591;1.05;75.22;4.1;4.4;16.63;12.0;1.45;5.6;1.53;81.32;16.5;7.5;7.9627;;44.2;755.3;17.78;0.648;3.08;5.15;4.0;4.0138;28.89;2.115;3.44;0.076;14.3;7.9;4.78;19.73;;0.275;;1.86;2.1;10.9;57.87;19.25;44.59;1.5594;4.6725;46.7;86.9;160.0;26.55;1.6;2.4837;;;;;;0.0544;;26.09;9.96;9.87;4.71;117.3;14.14;26.61;13.79;3.84;4.64;24.58;115.49;2.56;;4.35;55.5;5.15;40.6;301.41;1.3;0.5802;
2019-04-17;0.19;3478.49;2.925;1.06;77.37;4.2;4.4;16.63;12.0;1.45;6.51;1.63;79.72;16.5;7.5;8.1212;;44.2;755.3;18.19;0.654;3.08;5.05;4.0;4.0337;29.34;2.197;3.48;0.077;14.3;8.0;4.78;20.21;;0.293;;1.906;2.1;10.9;57.47;19.25;45.02;1.5766;4.7675;47.0;86.98;156.8;26.8;1.6;2.4837;;;;;;0.0516;;25.62;9.86;9.96;4.71;119.25;13.92;27.24;13.7;3.84;4.58;24.58;115.88;2.56;2.46;4.43;55.2;5.2;40.0;299.42;1.305;0.5802;
2019-04-18;0.19;3478.49;2.8177;1.06;79.19;4.1;4.4;10.03;12.0;1.45;6.51;1.63;79.3;16.5;7.5;8.0221;;44.2;755.3;18.1;0.654;3.08;5.0;4.0;3.994;29.87;2.4;3.505;0.0755;14.3;8.36;4.66;20.26;;0.28;;1.842;2.1;10.9;56.48;19.25;45.94;1.6283;4.8055;46.8;87.19;154.2;26.35;1.6;2.4837;;;;;;0.0492;;25.79;9.36;10.01;4.7;120.23;13.28;27.53;12.23;3.5;4.76;24.58;116.76;2.56;2.46;4.49;54.25;5.46;38.85;299.42;1.315;0.5802;
2019-04-22;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3;;;;;;;;;;;19.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-04-23;0.19;3478.49;2.8031;1.06;80.7;4.0;4.4;10.03;12.0;1.45;6.51;1.6;79.32;16.5;7.5;8.1608;;44.2;755.3;18.01;0.656;2.74;5.1;4.0;4.0138;30.72;2.419;3.485;0.0755;14.3;8.04;4.6;20.12;;0.28;;1.75;2.1;10.9;56.28;19.25;49.34;1.6886;4.7675;47.68;87.5;153.0;25.9;1.3;2.4837;;;;;;0.0499;;25.83;9.5;10.25;4.77;120.23;13.14;27.73;11.98;3.5;4.58;25.67;117.25;2.56;2.46;4.47;54.5;5.4;39.5;275.46;1.3;0.5485;
2019-04-24;0.19;3478.49;2.8275;1.06;81.19;4.0;4.4;10.03;12.0;1.45;5.79;1.605;81.3;16.5;7.5;8.3192;;44.2;755.3;18.46;0.642;2.74;5.3;3.94;4.0138;29.86;2.372;3.48;0.079;14.3;8.32;4.6;20.26;;0.281;;1.7;2.1;10.7;56.68;19.25;47.98;1.7145;4.8435;49.91;88.61;157.6;25.45;1.43;2.4837;;;;;;0.051;;25.65;9.4;10.2;4.72;115.34;13.16;28.9;12.03;3.5;4.76;26.66;118.13;2.56;2.46;4.4;56.45;5.25;40.8;287.44;1.28;0.5666;
2019-04-25;0.19;3478.49;2.8275;1.06;79.04;4.0;4.4;10.13;12.0;1.45;6.51;1.66;82.78;16.5;7.5;8.24;;44.2;755.3;18.55;0.656;2.0;5.5;4.0;4.0337;29.56;2.343;3.46;0.0755;14.3;8.34;4.5;20.17;;0.277;;1.76;1.54;10.7;56.68;19.25;47.7;1.7403;4.8245;49.62;89.11;154.8;25.8;1.43;2.4837;;;;;;0.05;;25.63;9.4;9.63;4.62;115.34;13.0;28.21;12.62;3.2;5.4;27.35;118.03;2.56;2.46;4.38;58.0;5.47;41.55;277.46;1.28;0.5666;
2019-04-26;0.19;3478.49;2.8275;1.06;78.16;3.72;4.4;8.6;12.0;1.45;6.51;1.64;82.06;16.5;7.5;8.2202;;44.2;705.94;18.91;0.632;1.99;5.7;3.98;4.0039;30.44;2.286;3.39;0.0755;14.3;8.36;4.51;20.3;;0.278;;1.76;1.54;10.7;55.69;19.25;48.15;1.7231;4.8245;48.46;88.11;155.0;25.9;1.5;2.4837;;;;;;0.049;;25.59;9.02;9.96;4.57;116.81;12.76;27.68;12.86;3.5;5.7;27.05;116.86;2.56;2.46;4.3;55.5;5.45;40.9;275.46;1.11;0.5621;
2019-04-29;0.19;3478.49;2.8763;1.06;79.72;3.2;4.4;8.41;12.0;1.45;6.89;1.675;84.3;16.4;7.5;7.9825;;44.2;705.94;18.91;0.63;1.99;5.85;3.86;3.9643;31.26;2.235;3.345;0.0755;14.3;8.3;4.7;20.26;;0.285;;1.69;1.54;10.7;55.69;19.25;48.0;1.7231;4.7675;47.68;87.94;155.0;26.0;1.5;2.2163;;;;;;0.0503;;25.41;9.3;10.01;4.32;118.27;12.76;27.24;12.42;3.84;5.6;28.63;117.74;2.56;2.46;4.3;56.15;5.5;40.05;277.46;0.91;0.5213;
2019-04-30;0.19;3478.49;2.9348;1.06;82.96;3.2;4.4;8.41;12.0;1.45;6.89;1.67;83.22;16.4;7.5;8.0221;;44.2;705.94;18.19;0.69;1.99;5.5;3.96;3.9742;31.4;2.238;3.33;0.0795;14.3;8.22;4.7;20.19;;0.28;;1.69;1.54;10.7;55.49;19.25;48.0;1.6972;4.739;47.19;88.33;157.8;26.0;1.5;2.2545;;;;;;0.0503;;25.91;9.3;9.87;4.2;118.27;12.82;27.05;12.62;4.2;5.35;28.63;118.42;2.56;2.46;4.32;57.0;5.29;41.15;273.47;0.942;0.553;
2019-05-01;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3;;;;;;;;;;;19.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019-05-02;0.19;3478.49;3.12;1.06;83.74;3.9;4.4;11.37;12.0;1.45;6.89;1.64;84.96;16.4;7.0;8.3192;;44.2;705.94;18.28;0.686;2.0;5.4;3.72;4.0039;30.85;2.198;3.445;0.0765;14.3;8.38;4.49;20.22;;0.282;;1.656;1.39;10.7;55.69;19.25;47.05;1.6972;4.8055;48.65;88.91;159.4;25.8;1.5;2.1207;;;;;;0.0495;;25.69;9.18;9.73;4.0;117.79;12.0;26.9;12.67;4.2;5.6;28.44;119.69;2.56;2.46;4.28;56.55;5.44;40.15;283.45;0.94;0.5213;
2019-05-03;0.19;3478.49;3.1395;1.06;83.59;3.9;4.4;11.37;12.0;1.45;6.89;1.645;83.0;16.5;7.0;8.3588;;44.2;705.94;18.28;0.656;2.0;5.2;3.72;3.9445;30.66;2.1;3.445;0.08;14.3;8.3;4.4;20.31;;0.284;;1.672;1.39;10.7;55.69;19.25;47.2;1.68;4.7675;47.68;88.11;162.2;25.35;1.5;2.1972;;;;;;0.0495;;25.54;9.16;9.96;4.0;117.3;11.82;26.95;12.33;4.2;5.7;28.53;119.4;2.56;2.46;4.26;56.35;5.4;40.2;279.45;0.866;0.5213;
2019-05-06;0.19;3478.49;3.1688;1.06;80.65;3.5;4.4;11.37;12.0;1.45;6.89;1.6;82.04;16.5;7.0;8.6163;;44.2;705.94;18.19;0.634;1.99;5.2;3.62;4.0138;29.7;2.08;3.4;0.08;14.3;8.2;4.37;20.35;;0.281;;1.642;1.39;10.7;55.29;19.25;46.45;1.68;4.5111;48.65;86.51;164.0;24.3;1.5;2.1972;;;;;;0.0478;;25.09;9.16;10.06;3.9;115.34;11.8;26.46;12.28;3.8;5.9;28.73;117.35;2.56;2.46;4.3;52.95;5.28;39.15;279.45;0.86;0.5439;
2019-05-07;0.19;3478.49;3.081;1.06;80.31;3.8;4.4;11.37;12.0;1.45;6.89;1.635;82.4;16.5;7.0;8.4381;;44.2;705.94;18.1;0.61;2.2;5.35;3.52;3.8652;29.38;2.25;3.425;0.08;14.3;8.1;4.2;20.27;;0.283;;1.674;1.39;10.1;54.5;19.25;47.0;1.6714;4.6725;51.28;86.79;162.2;24.1;1.5;2.1972;;;;;;0.048;;25.21;9.26;10.2;3.75;114.85;11.34;25.78;11.84;3.8;5.7;27.94;118.71;2.56;2.46;3.99;54.7;5.2;38.4;277.46;0.78;0.5485;
2019-05-08;0.19;3478.49;2.9396;1.06;77.57;3.78;4.4;11.37;12.0;1.45;6.89;1.635;82.44;16.5;6.95;8.4579;;44.2;705.94;17.83;0.644;2.2;5.5;3.42;3.9643;28.65;2.25;3.39;0.0755;14.3;8.3;4.19;20.64;;0.274;;1.596;1.8;10.1;53.9;19.25;45.55;1.68;4.6915;48.65;85.77;164.8;23.6;1.5;2.1972;;;;;;0.0484;;25.03;9.24;10.1;3.65;115.34;11.0;26.41;12.33;3.7;5.65;27.84;117.83;2.56;2.46;4.0;51.05;5.1;37.0;281.45;0.818;0.5485;
2019-05-09;0.19;3478.49;3.081;1.06;78.65;3.78;4.4;11.37;12.0;1.45;6.84;1.605;82.82;16.5;6.95;8.3985;;44.2;705.94;17.83;0.64;2.2;5.7;3.46;4.0138;27.92;2.276;3.4;0.0755;14.3;8.38;4.19;20.14;;0.274;;1.6;1.8;10.1;53.31;19.25;45.55;1.68;4.7675;48.65;85.28;163.6;23.05;1.5;2.2927;;;;;;0.0481;;25.05;9.24;10.01;3.7;114.85;11.3;26.46;12.47;3.6;5.45;28.14;117.83;2.56;2.46;4.12;52.3;5.24;36.8;283.45;0.8;0.5983;
2019-05-10;0.19;3478.49;3.0517;1.06;75.61;3.78;4.4;11.37;12.0;1.45;5.93;1.605;82.32;16.5;7.0;8.339;;44.2;705.94;17.74;0.618;2.2;5.55;3.44;3.994;27.72;2.23;3.365;0.08;14.3;8.3;4.08;19.93;;0.291;;1.588;1.8;10.7;54.3;19.25;44.35;1.68;4.739;47.68;84.84;162.8;23.5;1.2;2.2927;;;;;;0.0471;;24.99;9.0;9.96;3.75;114.85;11.3;25.68;12.33;3.6;5.6;28.14;116.86;2.56;2.46;4.16;51.0;4.805;36.05;289.44;0.78;0.5983;
2019-05-13;0.19;3478.49;3.0712;1.06;77.42;3.78;4.4;11.37;12.0;1.38;6.22;1.6;83.28;16.5;7.0;8.2796;;44.2;705.94;18.28;0.618;2.02;5.8;3.4;3.9742;27.07;2.199;3.36;0.0755;14.3;8.3;4.2;20.06;;0.312;;1.568;1.8;10.0;53.71;19.25;44.6;1.68;4.6725;47.24;85.34;165.2;22.6;1.2;2.1972;;;;;;0.0471;;24.69;9.02;10.2;3.66;114.85;11.12;25.54;12.47;3.6;5.55;28.04;117.64;2.56;2.46;4.14;51.65;4.93;36.7;273.47;0.702;0.5847;
2019-05-14;0.19;3478.49;2.9981;1.06;75.61;3.78;4.4;11.37;12.0;1.38;6.46;1.605;80.64;16.5;6.95;8.4183;;44.2;705.94;17.83;0.62;2.24;5.55;3.36;3.9742;26.1;2.18;3.305;0.08;14.3;8.24;4.18;20.15;;0.349;;1.48;1.8;10.0;53.31;19.25;43.35;1.68;4.5491;46.22;85.04;163.0;21.7;1.45;2.1972;;;;;;0.0465;;24.65;8.96;9.92;3.5;114.36;10.84;25.64;11.93;3.6;5.45;27.55;114.9;2.56;2.46;4.06;50.75;4.695;36.0;283.45;0.888;0.5847;
2019-05-15;0.19;3142.5;2.9055;1.06;73.7;3.24;4.4;11.37;12.0;1.38;6.51;1.605;81.6;16.1;6.95;8.24;;44.2;705.94;17.92;0.62;2.56;5.45;3.44;4.0138;26.63;2.268;3.36;0.0755;14.3;8.06;4.08;20.0;;0.311;;1.498;1.8;10.0;54.1;19.25;43.5;1.68;4.5491;47.04;86.63;163.2;22.3;1.45;2.1972;;;;;;0.0463;;24.7;8.92;10.06;3.4;114.85;11.04;26.37;11.89;3.6;5.35;27.55;117.93;2.56;2.46;4.0;51.3;4.95;36.8;275.46;1.29;0.5213;
2019-05-16;0.19;3142.5;2.886;1.06;71.5;3.26;4.4;7.69;12.0;1.38;6.13;1.605;75.0;16.2;6.95;8.24;;44.2;705.94;18.19;0.588;2.56;5.35;3.32;3.9246;26.87;2.28;3.345;0.0745;14.3;8.12;4.1;20.06;;0.329;;1.546;1.8;10.0;53.11;19.25;44.2;1.6714;4.6535;47.19;87.66;162.6;22.3;1.45;2.1972;;;;;;0.0474;;24.69;8.98;10.1;3.44;114.85;11.0;26.85;12.13;3.6;5.35;27.65;119.49;2.56;2.46;4.05;51.6;4.9;36.7;285.44;1.105;0.5983;
2019-05-17;0.19;3142.5;2.925;1.06;72.72;3.78;4.4;7.69;12.0;1.38;6.03;1.62;71.64;16.2;6.95;8.2202;;44.2;705.94;17.28;0.552;2.82;5.25;3.34;3.9544;26.06;2.411;3.4;0.07;14.3;8.4;4.12;20.13;;0.33;;1.552;1.52;10.0;52.71;19.25;44.3;1.6714;4.5206;47.29;88.57;166.8;21.9;1.45;2.1972;;;;;;0.0465;;24.82;8.98;10.1;3.41;114.85;11.0;27.44;12.18;3.6;5.35;27.15;116.56;2.56;2.46;4.12;52.5;5.0;36.75;285.44;1.23;0.5847;
2019-05-20;0.19;3142.5;2.925;1.06;73.65;3.78;4.4;7.69;12.0;1.38;6.22;1.605;72.0;16.2;6.95;8.2202;;44.2;701.0;16.83;0.574;2.84;5.3;3.34;3.9643;25.68;2.488;3.315;0.0695;14.3;8.2;4.18;20.11;;0.32;;1.564;1.52;10.0;53.11;19.25;44.25;1.68;4.6345;47.77;88.39;167.8;22.3;1.45;2.1972;;;;;;0.0455;;24.76;8.78;10.01;3.16;114.36;11.2;27.63;12.18;3.6;5.35;27.15;116.76;2.56;2.46;4.0;51.25;5.05;37.05;279.45;1.23;0.5666;
